timestamp,application_name,bytes_sent,bytes_received,domains_accessed,connections_made,uptime
2024-12-11T21:01:48.196353,brave.exe,2808508917,290796566,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.07050895691
2024-12-11T21:01:48.248384,postgres.exe,10524,121302,,3,46597.478667497635
2024-12-11T21:01:48.300910,AcerAgentService.exe,1218,903686,"127.0.0.1:49710,127.0.0.1:49766,127.0.0.1:49709",4,46597.903295993805
2024-12-11T21:01:48.302928,brave.exe,2808568381,290797910,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.1770863533
2024-12-11T21:01:48.304915,NitroSense.exe,60299859,102466831,"::1:49768,127.0.0.1:46933,172.253.118.188:5228,::1:63450,::1:15150,127.0.0.1:51779",8,46574.197192668915
2024-12-11T21:01:48.306910,brave.exe,2808568381,290797910,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.18109154701
2024-12-11T21:01:48.353916,svchost.exe,0,40392,,6,46599.86170172691
2024-12-11T21:01:48.355914,Postman.exe,23564797,26228910,"3.109.104.219:443,162.247.243.29:443,15.197.213.252:443,162.159.130.53:443,151.101.66.132:443",5,44783.78170967102
2024-12-11T21:01:48.404912,AcerCCAgent.exe,72642,120174,::1:63507,3,46598.071516513824
2024-12-11T21:01:48.405914,NitroSense.exe,60299963,102466935,"::1:49768,127.0.0.1:46933,172.253.118.188:5228,::1:63450,::1:15150,127.0.0.1:51779",8,46574.29917693138
2024-12-11T21:01:48.407931,NitroSense.exe,60299963,102466935,"::1:49768,127.0.0.1:46933,172.253.118.188:5228,::1:63450,::1:15150,127.0.0.1:51779",8,46574.30117535591
2024-12-11T21:01:48.465393,svchost.exe,0,0,,12,46592.112676143646
2024-12-11T21:01:48.468394,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46577.29906845093
2024-12-11T21:01:48.470393,SearchHost.exe,71002844,93581377,"40.99.9.66:443,23.212.254.51:443",2,46593.15062856674
2024-12-11T21:01:48.471400,brave.exe,2808601705,290797910,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.34657001495
2024-12-11T21:01:48.547950,spoolsv.exe,320,232,,2,46598.297188043594
2024-12-11T21:01:48.554218,brave.exe,2808603497,290799590,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.42536902428
2024-12-11T21:01:48.559221,brave.exe,2808603497,290799590,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.43139433861
2024-12-11T21:01:48.623292,svchost.exe,0,0,,12,46592.26797556877
2024-12-11T21:01:48.626299,brave.exe,2808635809,290799590,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.49946856499
2024-12-11T21:01:48.630297,brave.exe,2808635809,290799590,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.50347685814
2024-12-11T21:01:48.632292,brave.exe,2808635809,290799590,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.5064740181
2024-12-11T21:01:48.708731,svchost.exe,47489,13825,,2,46595.81515669823
2024-12-11T21:01:48.711988,steamwebhelper.exe,714512,1023709,"127.0.0.1:49765,127.0.0.1:49764",2,46575.257887125015
2024-12-11T21:01:48.713989,NitroSense.exe,30861820,22807163,"::1:4343,::1:4449,::1:5141,::1:15150",5,46572.6473095417
2024-12-11T21:01:48.738260,System Idle Process,0,0,"20.249.177.218:443,13.107.246.48:443",3,1733931108.725252
2024-12-11T21:01:48.740252,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46577.572930336
2024-12-11T21:01:48.797668,lsass.exe,1627892,8407423,,2,46601.42519402504
2024-12-11T21:01:48.854344,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46598.51648616791
2024-12-11T21:01:48.857255,brave.exe,2808637601,290801270,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46045.73052072525
2024-12-11T21:01:48.908350,svchost.exe,160,116,,1,46598.53144001961
2024-12-11T21:01:48.910351,NVIDIA Web Helper.exe,332751,22535108,127.0.0.1:63603,3,46594.64541339874
2024-12-11T21:01:48.912248,msedge.exe,1759579,4910345,"162.159.61.3:443,203.94.209.61:443,40.99.9.50:443,172.64.41.3:443,184.27.196.99:443",6,392.7576982975006
2024-12-11T21:01:48.982172,jhi_service.exe,0,0,,1,46598.55890202522
2024-12-11T21:01:48.984409,NitroSense.exe,30862132,22807371,"::1:4343,::1:4449,::1:5141,::1:15150",5,46572.917493104935
2024-12-11T21:01:49.064133,MMSSHOST.exe,12651627,3759714360,,2,46597.794850349426
2024-12-11T21:01:49.114605,svchost.exe,47489,13825,,2,46596.24734020233
2024-12-11T21:01:49.155610,wininit.exe,0,86020,,2,46601.885575294495
2024-12-11T21:01:49.199591,svchost.exe,0,0,,12,46592.85614967346
2024-12-11T21:01:49.246276,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46598.79548883438
2024-12-11T21:01:49.289270,svchost.exe,0,0,,12,46592.947048425674
2024-12-11T21:01:49.335791,svchost.exe,24863552,6,,2,46600.866005182266
2024-12-11T21:01:49.385171,System,729941411,276846233,,9,1733931109.3447926
2024-12-11T21:01:49.446926,svchost.exe,37240,2117810,20.198.119.84:443,1,46599.04179763794
2024-12-11T21:01:49.449923,brave.exe,8556867239,7748056337,,2,46046.52708506584
2024-12-11T21:01:49.507017,postgres.exe,2863,157726,,2,46598.408855199814
2024-12-11T21:01:49.559522,WUDFHost.exe,50730,7299266,"127.0.0.1:49699,127.0.0.1:49698",2,46601.97380948067
2024-12-11T21:01:49.605725,svchost.exe,154136296,1314959232,,2,46601.060933828354
2024-12-11T21:01:49.607724,ServiceHub.Helper.exe,89998903,319253,,1,46590.35938882828
2024-12-11T21:01:49.654264,svchost.exe,0,40392,,6,46601.15951681137
2024-12-11T21:01:49.657251,brave.exe,2808801169,290809334,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46046.53044128418
2024-12-11T21:01:49.659266,Postman.exe,23565317,26229430,"3.109.104.219:443,162.247.243.29:443,15.197.213.252:443,162.159.130.53:443,151.101.66.132:443",5,44785.08504486084
2024-12-11T21:01:49.661257,brave.exe,2808801169,290809334,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46046.53544306755
2024-12-11T21:01:49.704252,AcerCCAgent.exe,72642,120174,::1:63507,3,46599.37384343147
2024-12-11T21:01:49.752251,svchost.exe,0,0,,12,46593.410014629364
2024-12-11T21:01:49.753254,nvcontainer.exe,2498861,352960372,,1,46594.82080388069
2024-12-11T21:01:49.796351,NVDisplay.Container.exe,63610174,39391916,"127.0.0.1:49711,127.0.0.1:49712",2,46601.27958726883
2024-12-11T21:01:49.841358,ipfsvc.exe,0,0,"127.0.0.1:49737,127.0.0.1:49738",2,46599.49966931343
2024-12-11T21:01:49.889349,AcerDIAgent.exe,32159,6806,::1:63508,3,46599.55647802353
2024-12-11T21:01:49.941348,AcerQAAgent.exe,15521,209819,"127.0.0.1:49722,::1:63509",4,46599.60549354553
2024-12-11T21:01:49.983489,svchost.exe,0,57344,,2,46602.35967063904
2024-12-11T21:01:49.985488,Postman.exe,117327805,194200072,,2,44786.551391124725
2024-12-11T21:01:49.987489,steamwebhelper.exe,714512,1023709,"127.0.0.1:49765,127.0.0.1:49764",2,46576.53340339661
2024-12-11T21:01:50.029715,AcerPixyService.exe,40,4264,,2,46599.69276547432
2024-12-11T21:01:50.084052,wininit.exe,0,86020,,2,46602.80131626129
2024-12-11T21:01:50.086052,NitroSense.exe,30862548,22807787,"::1:4343,::1:4449,::1:5141,::1:15150",5,46574.02037334442
2024-12-11T21:01:50.087051,NVIDIA Web Helper.exe,332751,22535108,127.0.0.1:63603,3,46595.82212018967
2024-12-11T21:01:50.129461,AcerDIAgent.exe,32159,6806,::1:63508,3,46599.797174692154
2024-12-11T21:01:50.130459,msedge.exe,1759579,4910345,"162.159.61.3:443,203.94.209.61:443,40.99.9.50:443,172.64.41.3:443,184.27.196.99:443",6,393.9759018421173
2024-12-11T21:01:50.158942,System,729941411,276846233,,9,1733931110.1379442
2024-12-11T21:01:50.159943,Code.exe,230196,1014794,"51.104.15.252:443,117.18.232.200:443",2,134.997389793396
2024-12-11T21:01:50.189948,System,729941411,276846233,,9,1733931110.166957
2024-12-11T21:01:50.191947,NitroSense.exe,60301638,102469652,"::1:49768,127.0.0.1:46933,172.253.118.188:5228,::1:63450,::1:15150,127.0.0.1:51779",8,46576.08521223068
2024-12-11T21:01:50.240361,AcerQAAgent.exe,15521,209819,"127.0.0.1:49722,::1:63509",4,46599.90410065651
2024-12-11T21:01:50.285356,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46599.95616531372
2024-12-11T21:01:50.328447,AcerPixyService.exe,40,4264,,2,46599.99262738228
2024-12-11T21:01:50.329450,NitroSense.exe,60302038,102469964,"::1:49768,127.0.0.1:46933,172.253.118.188:5228,::1:63450,::1:15150,127.0.0.1:51779",8,46576.222712278366
2024-12-11T21:01:50.374871,svchost.exe,24863552,6,,2,46601.904665231705
2024-12-11T21:01:50.418871,AcerQAAgent.exe,15521,209819,"127.0.0.1:49722,::1:63509",4,46600.08901762962
2024-12-11T21:01:50.461975,AcerAgentService.exe,1218,903686,"127.0.0.1:49710,127.0.0.1:49766,127.0.0.1:49709",4,46600.068350076675
2024-12-11T21:01:50.510125,mongod.exe,121698428,1262608226,,1,46600.09867501259
2024-12-11T21:01:50.556124,svchost.exe,0,57344,,2,46602.928639650345
2024-12-11T21:01:50.576582,System Idle Process,0,0,"20.249.177.218:443,13.107.246.48:443",3,1733931110.5651262
2024-12-11T21:01:50.622162,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46600.17354416847
2024-12-11T21:01:50.623162,LockApp.exe,583658,55956,23.193.165.64:443,1,24511.27493262291
2024-12-11T21:01:50.625161,brave.exe,2808965073,290817622,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46047.49933886528
2024-12-11T21:01:50.668401,svchost.exe,0,0,,12,46594.32493638992
2024-12-11T21:01:50.670404,msedge.exe,1759579,4910345,"162.159.61.3:443,203.94.209.61:443,40.99.9.50:443,172.64.41.3:443,184.27.196.99:443",6,394.5158429145813
2024-12-11T21:01:50.719405,MMSSHOST.exe,12651627,3759714360,,2,46599.479732990265
2024-12-11T21:01:50.770412,svchost.exe,0,40392,,6,46602.27819299698
2024-12-11T21:01:50.772412,AQAUserPS.exe,1466,88636,127.0.0.1:5141,1,46595.551255464554
2024-12-11T21:01:50.813409,WUDFHost.exe,0,0,"127.0.0.1:49708,127.0.0.1:49707",2,46603.092022418976
2024-12-11T21:01:50.854408,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46600.40830993652
2024-12-11T21:01:50.894407,WUDFHost.exe,50730,7299340,"127.0.0.1:49699,127.0.0.1:49698",2,46603.315935611725
2024-12-11T21:01:50.935929,lsass.exe,1627892,8407423,,2,46603.57194137573
2024-12-11T21:01:50.973931,AcerAgentService.exe,1218,903686,"127.0.0.1:49710,127.0.0.1:49766,127.0.0.1:49709",4,46600.584310531616
2024-12-11T21:01:51.013500,svchost.exe,160,4110,,2,8900.226435899734
2024-12-11T21:01:51.048754,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46600.60640025139
2024-12-11T21:01:51.089946,svchost.exe,0,0,,12,46594.74551677704
2024-12-11T21:01:51.130957,svchost.exe,0,0,,12,46594.78873753548
2024-12-11T21:01:51.131970,Postman.exe,23565941,26230054,"3.109.104.219:443,162.247.243.29:443,15.197.213.252:443,162.159.130.53:443,151.101.66.132:443",5,44786.55875086784
2024-12-11T21:01:51.173965,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46600.72785806656
2024-12-11T21:01:51.174965,NitroSense.exe,30863276,22808411,"::1:4343,::1:4449,::1:5141,::1:15150",5,46575.10928583145
2024-12-11T21:01:51.217960,svchost.exe,0,40392,,6,46602.72774600983
2024-12-11T21:01:51.297636,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46600.93985366821
2024-12-11T21:01:51.299642,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46580.13232064247
2024-12-11T21:01:51.302643,brave.exe,2809067273,290822766,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46048.1758184433
2024-12-11T21:01:51.350993,postgres.exe,4007,157189,,2,46600.43656921387
2024-12-11T21:01:51.390419,postgres.exe,2863,157726,,2,46600.302966594696
2024-12-11T21:01:51.392419,NVIDIA Web Helper.exe,332751,22535108,127.0.0.1:63603,3,46597.12748646736
2024-12-11T21:01:51.450656,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46601.108236312866
2024-12-11T21:01:51.452994,msedge.exe,1759579,4910345,"162.159.61.3:443,203.94.209.61:443,40.99.9.50:443,172.64.41.3:443,184.27.196.99:443",6,395.29709672927856
2024-12-11T21:01:51.502517,System,729941411,276846233,,9,1733931111.4634106
2024-12-11T21:01:51.504538,Widgets.exe,25901260,2569169,23.54.83.42:443,1,46596.006937265396
2024-12-11T21:01:51.505519,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46580.33821392059
2024-12-11T21:01:51.558001,svchost.exe,0,40392,,6,46603.06176638603
2024-12-11T21:01:51.558971,Cold Turkey Blocker.exe,400,7518721,,1,3867.389536380768
2024-12-11T21:01:51.560982,AnyDesk.exe,174081320,174093819,,1,46601.25688409805
2024-12-11T21:01:51.617299,spoolsv.exe,320,232,,2,46601.38324713707
2024-12-11T21:01:51.661297,AcerQAAgent.exe,15521,209819,"127.0.0.1:49722,::1:63509",4,46601.33044719696
2024-12-11T21:01:51.663310,brave.exe,2809292141,290839198,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46048.53747367859
2024-12-11T21:01:51.705303,AcerDIAgent.exe,32159,6806,::1:63508,3,46601.374437093735
2024-12-11T21:01:51.753853,svchost.exe,0,0,,12,46595.40606069565
2024-12-11T21:01:51.789474,System,729941411,276846233,,9,1733931111.7623427
2024-12-11T21:01:51.840696,AcerAgentService.exe,1218,903686,"127.0.0.1:49710,127.0.0.1:49766,127.0.0.1:49709",4,46601.44384121895
2024-12-11T21:01:51.842696,Code.exe,230196,1014794,"51.104.15.252:443,117.18.232.200:443",2,136.6791431903839
2024-12-11T21:01:51.844697,brave.exe,2809294797,290840878,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46048.71887302399
2024-12-11T21:01:51.846879,NVIDIA Share.exe,7123264,42299044,127.0.0.1:49748,1,46585.890719890594
2024-12-11T21:01:51.891626,AcerService.exe,1757,8847073,,1,46600.860515117645
2024-12-11T21:01:51.934304,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46601.60509443283
2024-12-11T21:01:51.935304,msedge.exe,1759579,4910345,"162.159.61.3:443,203.94.209.61:443,40.99.9.50:443,172.64.41.3:443,184.27.196.99:443",6,395.78074526786804
2024-12-11T21:01:51.978303,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46601.53197789192
2024-12-11T21:01:52.018178,svchost.exe,0,0,,12,46595.67608046532
2024-12-11T21:01:52.021175,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46580.851853847504
2024-12-11T21:01:52.023177,brave.exe,8556971935,7748567393,,2,46049.101334095
2024-12-11T21:01:52.024176,msedge.exe,1759579,4910345,"162.159.61.3:443,203.94.209.61:443,40.99.9.50:443,172.64.41.3:443,184.27.196.99:443",6,395.86961817741394
2024-12-11T21:01:52.071236,services.exe,160,4212,,2,46604.74759054184
2024-12-11T21:01:52.108344,System,729941411,276846233,,9,1733931112.0802395
2024-12-11T21:01:52.155338,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46601.70524430275
2024-12-11T21:01:52.157335,brave.exe,2809361325,290842670,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46049.03151488304
2024-12-11T21:01:52.179386,System Idle Process,0,0,"20.249.177.218:443,13.107.246.48:443",3,1733931112.1653342
2024-12-11T21:01:52.230334,postgres.exe,10524,121302,,3,46601.459631443024
2024-12-11T21:01:52.286341,postgres.exe,4007,157189,,2,46601.36458873749
2024-12-11T21:01:52.289333,brave.exe,2809368429,290844014,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46049.162518024445
2024-12-11T21:01:52.291348,brave.exe,2809368429,290844014,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46049.165509939194
2024-12-11T21:01:52.344343,svchost.exe,0,0,,12,46595.99510550499
2024-12-11T21:01:52.345342,brave.exe,2809390037,290844014,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46049.22052001953
2024-12-11T21:01:52.402333,svchost.exe,0,0,,4,46602.02772426605
2024-12-11T21:01:52.404340,Postman.exe,23566357,26230470,"3.109.104.219:443,162.247.243.29:443,15.197.213.252:443,162.159.130.53:443,151.101.66.132:443",5,44787.83113980293
2024-12-11T21:01:52.405348,brave.exe,2809391829,290845694,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46049.28051710129
2024-12-11T21:01:52.408347,brave.exe,2809391829,290845694,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46049.282510757446
2024-12-11T21:01:52.409345,NitroSense.exe,60303964,102474150,"::1:49768,127.0.0.1:46933,172.253.118.188:5228,::1:63450,::1:15150,127.0.0.1:51779",8,46578.302612543106
2024-12-11T21:01:52.458345,NVDisplay.Container.exe,63615596,39394608,"127.0.0.1:49711,127.0.0.1:49712",2,46603.93766832352
2024-12-11T21:01:52.459340,Postman.exe,23566461,26230574,"3.109.104.219:443,162.247.243.29:443,15.197.213.252:443,162.159.130.53:443,151.101.66.132:443",5,44787.88613843918
2024-12-11T21:01:52.460346,NitroSense.exe,30864004,22809035,"::1:4343,::1:4449,::1:5141,::1:15150",5,46576.39466094971
2024-12-11T21:01:52.463333,NitroSense.exe,60304068,102474254,"::1:49768,127.0.0.1:46933,172.253.118.188:5228,::1:63450,::1:15150,127.0.0.1:51779",8,46578.35461115837
2024-12-11T21:01:52.499340,System,729941411,276846233,,9,1733931112.472339
2024-12-11T21:01:52.543341,postgres.exe,10524,121302,,3,46601.7776389122
2024-12-11T21:01:52.544342,Code.exe,93959,9621305,13.107.246.48:443,1,129.65243411064148
2024-12-11T21:01:52.545336,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46581.37801718712
2024-12-11T21:01:52.546338,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46581.37901163101
2024-12-11T21:01:52.548347,brave.exe,2809424141,290845694,"54.70.42.150:443,104.18.32.47:443,13.107.21.239:443,104.21.64.125:443,23.193.114.64:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,142.250.182.234:443,20.189.109.69:443,172.67.73.98:443,142.250.70.67:443,172.67.185.23:443",25,46049.422514915466
2024-12-11T21:01:52.591336,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46602.26215171814
2024-12-11T21:01:52.640338,ensserver.exe,1064,949700,,1,46602.30123615265
2024-12-11T21:01:52.663337,System Idle Process,0,0,"20.249.177.218:443,13.107.246.48:443",3,1733931112.6513393
2024-12-11T21:01:52.716356,svchost.exe,0,0,,12,46596.37009477615
2024-12-11T21:01:52.755346,svchost.exe,0,0,,4,46602.39171028137
2024-12-11T21:01:52.815345,svchost.exe,0,0,,4,46602.44369888306
2024-12-11T21:01:52.818334,SearchHost.exe,71002844,93581377,"40.99.9.66:443,23.212.254.51:443",2,46597.49758005142
2024-12-11T21:01:52.873334,svchost.exe,160,4110,,2,8902.07428073883
2024-12-11T21:01:52.929342,services.exe,160,4212,,2,46605.59874868393
2024-12-11T21:01:52.982351,ipfsvc.exe,0,0,"127.0.0.1:49737,127.0.0.1:49738",2,46602.63865017891
2024-12-11T21:01:53.016332,System,729941411,276846233,,9,1733931112.9893355
2024-12-11T21:02:53.081609,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46662.74553132057
2024-12-11T21:02:53.084184,Spotify.exe,29787475,4646372,"199.232.210.248:443,162.159.61.3:443,35.186.224.24:443,8.8.8.8:443,172.253.118.84:443,199.232.214.250:443,142.250.192.36:443,151.101.66.250:443,199.232.210.251:443,199.232.214.248:443,142.250.183.162:443,35.186.224.40:443,142.250.183.161:443,184.25.109.106:443,35.186.224.22:443,8.8.4.4:443,184.25.109.138:443",56,17.081095695495605
